Contaski_V1
SATURATION_CONFIG: threshold=500 (0=desabilitado, líder não cai por flood)
Creating 300 nodes
Creating internet stack
Create channels
Creating sixlowpan
Create networks and assign IPv6 Addresses
Setting up mobility
Create applications
1558559823+60+3+0,1,2,3,4,6
1968529977+60+2+0,1,2,3,5
146329641+60+1+0,1,2,3,4,5
2142231236+60+3+0,1,2,3,4,5
1702837558+60+1+0,1,2,5,6
141327941+60+1+0,1,2,4,5,6
1316528191+60+2+0,1,2,4,6
279034992+60+3+0,1,2,3,5,6
779390304+60+3+0,1,2,3,5,6
627824457+60+2+0,1,2,3,4,5
1918213807+60+2+0,1,2,4,5
1166672506+60+3+0,1,2,6
ATTACK_CONFIG: 5 atacantes, modo=2 (1=membro→líder, 2=líder→AP), início=300s taxa=50 pkts/s
AP: fe80::ff:fe00:12d
N: IP fe80::ff:fe00:1 D 141.421
N: IP fe80::ff:fe00:2 D 133.207
N: IP fe80::ff:fe00:3 D 125.603
N: IP fe80::ff:fe00:4 D 118.727
N: IP fe80::ff:fe00:5 D 112.712
N: IP fe80::ff:fe00:6 D 107.703
N: IP fe80::ff:fe00:7 D 103.846
N: IP fe80::ff:fe00:8 D 101.272
N: IP fe80::ff:fe00:9 D 100.08
N: IP fe80::ff:fe00:a D 100.319
N: IP fe80::ff:fe00:b D 101.98
N: IP fe80::ff:fe00:c D 104.995
N: IP fe80::ff:fe00:d D 109.252
N: IP fe80::ff:fe00:e D 114.612
N: IP fe80::ff:fe00:f D 120.93
N: IP fe80::ff:fe00:10 D 128.062
N: IP fe80::ff:fe00:11 D 135.882
N: IP fe80::ff:fe00:12 D 133.207
N: IP fe80::ff:fe00:13 D 124.451
N: IP fe80::ff:fe00:14 D 116.276
N: IP fe80::ff:fe00:15 D 108.812
N: IP fe80::ff:fe00:16 D 102.215
N: IP fe80::ff:fe00:17 D 96.6644
N: IP fe80::ff:fe00:18 D 92.3472
N: IP fe80::ff:fe00:19 D 89.4427
N: IP fe80::ff:fe00:1a D 88.0909
N: IP fe80::ff:fe00:1b D 88.3629
N: IP fe80::ff:fe00:1c D 90.2441
N: IP fe80::ff:fe00:1d D 93.6376
N: IP fe80::ff:fe00:1e D 98.387
N: IP fe80::ff:fe00:1f D 104.307
N: IP fe80::ff:fe00:20 D 111.212
N: IP fe80::ff:fe00:21 D 118.929
N: IP fe80::ff:fe00:22 D 127.311
N: IP fe80::ff:fe00:23 D 125.603
N: IP fe80::ff:fe00:24 D 116.276
N: IP fe80::ff:fe00:25 D 107.48
N: IP fe80::ff:fe00:26 D 99.3579
N: IP fe80::ff:fe00:27 D 92.0869
N: IP fe80::ff:fe00:28 D 85.8836
N: IP fe80::ff:fe00:29 D 80.9938
N: IP fe80::ff:fe00:2a D 77.666
N: IP fe80::ff:fe00:2b D 76.1052
N: IP fe80::ff:fe00:2c D 76.4199
N: IP fe80::ff:fe00:2d D 78.5875
N: IP fe80::ff:fe00:2e D 82.4621
N: IP fe80::ff:fe00:2f D 87.818
N: IP fe80::ff:fe00:30 D 94.4034
N: IP fe80::ff:fe00:31 D 101.98
N: IP fe80::ff:fe00:32 D 110.345
N: IP fe80::ff:fe00:33 D 119.331
N: IP fe80::ff:fe00:34 D 118.727
N: IP fe80::ff:fe00:35 D 108.812
N: IP fe80::ff:fe00:36 D 99.3579
N: IP fe80::ff:fe00:37 D 90.5097
N: IP fe80::ff:fe00:38 D 82.4621
N: IP fe80::ff:fe00:39 D 75.4718
N: IP fe80::ff:fe00:3a D 69.857
N: IP fe80::ff:fe00:3b D 65.9697
N: IP fe80::ff:fe00:3c D 64.1249
N: IP fe80::ff:fe00:3d D 64.4981
N: IP fe80::ff:fe00:3e D 67.0522
